source,title,link,location_raw,company_name,description_raw,skills,skills_count,role,location_city,region,jogja_tag,jabodetabek_tag,scraped_at,roadmap_url,is_tech,score
glints,Web Developer (Intern),https://glints.com/id/opportunities/jobs/web-developer-intern/b452e050-2c48-4ab2-b7c8-585d97649f29,,PT Biantara Teknologi Indonesia,"Deskripsi pekerjaan Web Developer (Intern) PT Biantara Teknologi Indonesia

Job Description

• Membantu pengembangan dan maintenance website berbasis CodeIgniter

• Mengimplementasikan desain menjadi tampilan responsive menggunakan Bootstrap

• Mengembangkan fitur menggunakan JavaScript & jQuery

• Integrasi database (MySQL) dan optimasi query sederhana

• Membantu debugging dan testing fitur sebelum deployment

Job Requirements

• Mahasiswa/i atau fresh graduate jurusan IT / Sistem Informasi / sejenis

• Menguasai HTML, CSS, JavaScript

• Familiar dengan jQuery dan Bootstrap

• Memahami dasar PHP dan framework CodeIgniter

• Mengerti konsep MVC

• Memahami dasar penggunaan MySQL

• Terbiasa menggunakan Git menjadi nilai plus

• Mampu bekerja secara mandiri maupun tim

• Teliti, komunikatif, dan memiliki kemauan belajar tinggi","css, database, git, html, java, javascript, php, sql",8,frontend,tangerang,Jabodetabek,False,True,2026-05-10 14:45:11,https://roadmap.sh/frontend,True,33
glints,Web Developer Intern,https://glints.com/id/opportunities/jobs/web-developer-intern/c114c5d0-616b-49c0-97ae-58f9f7700c82,,The Originote,"Deskripsi pekerjaan Web Developer Intern The Originote

Responsibilities :

-) Assist in developing and maintaining company websites and web applications

-) Support the Commercial team in implementing digital campaigns, landing pages, and promotional features

-) Write clean, efficient, and well-documented code

Troubleshoot, debug, and optimize website performance

-) Collaborate with cross-functional teams to improve user experience



Requirements :

-) Familiarity with PHP programming language

-) Familiarity with MySQL or other Database Management System

-) Basic understanding of web development concepts (HTML, CSS, JavaScript)

-) Familiarity with Laravel framework is an advantage

-) Strong willingness to learn and grow in a fast-paced environment","css, database, html, java, javascript, laravel, php, sql",8,frontend,jakarta,Jabodetabek,False,True,2026-05-10 14:45:19,https://roadmap.sh/frontend,True,33
jobstreet,Full Stack Engineer (Golang + React.JS),https://id.jobstreet.com/id/job/91752735,Jakarta Pusat,PT Sharing Vision Indonesia,"PT Sharing Vision Indonesia masih membutuhkan beberapa talent minimal S1/D4/S2 dari Teknik Informatika/Sistem Teknologi Informasi/Teknik Komputer/Teknik Elektro/Engineer lainnya, untuk posisi sebagai:




Full Stack Engineer (Golang + React.JS)

(BERTUGAS UNTUK MELAKUKAN PEMROGRAMAN BACK-END DAN FRONT-END)

Penempatan WFO di Jakarta

Persyaratan:

Mempunyai pengalaman minimal 1-2 tahun sebagai Full Stack Engineer dalam pekerjaan atau proyek.

Fresh graduate yang mempunyai skill sebagai programmer dipersilahkan untuk mendaftar.

Pengalaman dalam teknologi software-backend: Golang, Python

Pengalaman dalam teknologi software-frontend: React.JS, Vue.JS, Next.JS, Node.JS

Pengalaman dalam teknologi database: MySQL, SQL Server, Postgresql.

Mempunyai portfolio pengembangan sistem yang pernah dilakukan dan dapat ditunjukkan.","database, go, javascript, nextjs, node, python, react, sql, vue",9,backend,jakarta,Jabodetabek,False,True,2026-05-10 15:07:11,https://roadmap.sh/backend,True,33
jobstreet,FULL STACK SOFTWARE DEVELOPER,https://id.jobstreet.com/id/job/91769263,Jakarta Raya,Pengiklan Anonim,"We are looking for a Full Stack Software Developer who can build, deploy, and continuously improve AI SaaS, mobile, and web applications. This role is for a builder, not only a coder: someone who can understand business problems, prototype fast, connect APIs, ship usable products, automate workflows, and improve based on user feedback. Portfolio is required: applicants should provide GitHub, deployed app links, product demos, or screenshots/walkthroughs of shipped work.




KEY RESPONSIBILITIES

Build full-stack web applications, internal tools, AI-enabled SaaS features, dashboards, mobile-friendly experiences, and lightweight mobile/web products.

Design and implement front-end, back-end, database, API, authentication, deployment, and monitoring components.

Integrate AI APIs, LLM workflows, automation tools, document processing, CRM/ATS data, and third-party services.

Turn business requirements into product logic, wireframes, MVPs, user flows, release-ready features, and practical product documentation.

Own deployment, debugging, version control, security basics, performance improvement, monitoring, and documentation.

Work with leadership and operations teams to automate manual workflows and reduce operational headcount pressure.

Use AI coding tools responsibly to speed up development while maintaining code quality and security.




IDEAL PROFILE

3+ years in full-stack software development, or a strong portfolio showing shipped web/mobile/SaaS products.

Hands-on experience with modern web stack such as React/Next.js, Node.js, Python, APIs, SQL/NoSQL, cloud hosting, and Git.

Experience building SaaS, internal tools, dashboards, mobile/web apps, AI features, or automation workflows.

Practical exposure to AI APIs, LLM app development, agents, RAG, prompt engineering, or workflow automation preferred.

Able to move from idea to prototype to production with limited supervision and clear ownership.

Strong problem-solving, documentation, clean handover, and communication with non-technical stakeholders.




AI-first expectation

Expected to use AI coding assistants, LLM APIs, automation tools, and rapid prototyping platforms to increase output speed while preserving security, maintainability, documentation quality, and user value. Portfolio is required: candidates should provide GitHub, live demo, deployed app, App Store/Play Store link, product walkthrough, or equivalent proof of shipped capability.




If you are excited to build smarter, faster, and more scalable ways of working in a lean professional services business, please apply through this platform.","git, javascript, nextjs, node, nosql, python, react, security, sql",9,fullstack,jakarta,Jabodetabek,False,True,2026-05-10 15:07:42,https://roadmap.sh/full-stack,True,33
jobstreet,Backend Engineer Project Intern (TikTok Shop by Tokopedia) - 2026 Start (BS/MS),https://id.jobstreet.com/id/job/88463572,Yogyakarta,TIKTOK PTE LTD (TIKTOK),"Responsibilities


About the team Tokopedia is an e-commerce platform that connects sellers and buyers across Indonesia. Our aim is to empower sellers to grow their businesses and enable buyers to easily discover and purchase affordable, high-quality products — improving the quality of life for everyone. We’re looking for passionate and talented individuals to join our Technology team, where we’re building an innovative, secure, and intuitive e-commerce ecosystem that serves millions of users and brands nationwide.

As a project intern, you will have the opportunity to engage in impactful short-term projects that provide you with a glimpse of professional real-world experience. You will gain practical skills through on-the-job learning in a fast-paced work environment and develop a deeper understanding of your career interests. Applications will be reviewed on a rolling basis

we encourage you to apply early.

Successful candidates must be able to commit to at least 3 months long internship period. Candidates who pass resume screening will be invited to participate in TikTok's technical online assessment. Responsibilities:

Engaged in the full development lifecycle designing, developing, testing, deploying, maintaining, monitoring and improving software.
Deploy code daily and use data to drive our decisions, while delivering software and analytics to consumers and dealers.
Collaborate with fellow engineers to solve problems.
Write well formatted modular code.
Compile and integrate changes with the project.
Implement unit tests and functional tests for their tasks.
Convert given high level software design to low level software design.
Use suitable data structures.
Perform, debug and fix bugs, competency in 1 programming language.
Qualifications


Minimum Qualifications:

Majoring in Computer Science or related field.
Expertise with Golang or similar object-oriented languages.
Strong understanding of SQL or similar relational databases.
Understanding of how to build high volume, distributed back-end services with latest technologies.

Preferred Qualifications:

Experienced with a modern Javascript framework like React.js is a plus.
Experienced with building scalable websites (e-commerce) or large-scale applications.
Possess strong debugging skills.

By submitting an application for this role, you accept and agree to our global applicant privacy policy, which may be accessed here: https://careers.tiktok.com/legal/privacy. If you have any questions, please reach out to us at apa••••••••••••••@tiktok.com","go, java, javascript, networking, react, sql, testing",7,backend,yogyakarta,Yogyakarta,True,False,2026-05-10 15:09:23,https://roadmap.sh/backend,True,33
jobstreet,IT Application Developer,https://id.jobstreet.com/id/job/91907934,Jakarta Barat,PT Supra Boga Lestari Tbk,"Job Responsibilities:

Software Development and Maintenance: Design, develop, test, and deploy high-quality software solutions using various programming languages and frameworks. Write clean, efficient, and well-documented code.

Data Analysis and Reporting: Use Business Intelligence (BI) tools (e.g., Tableau, Power BI, Looker) to create interactive dashboards, reports, and visualizations that provide key insights into business performance.

Database Management: Work with relational and non-relational databases to manage data, optimize queries, and ensure data integrity.

Collaboration: Partner with cross-functional teams, including product managers, data analysts, and stakeholders, to understand business requirements and translate them into technical solutions.

Problem-Solving: Troubleshoot and debug issues in both the software application and the data pipeline.

Job Requirements:

Experience 1-2 years in job positions

Programming Languages: Proficiency in at least one modern programming language such as Python, Java

Business Intelligence Tools: Hands-on experience with at least one major BI platform (e.g., Tableau, Power BI, Google Studio).

Database Expertise: Strong knowledge of SQL and experience with database systems like Oracle, PostgreSQL, MySQL, or MongoDB.

Data Handling: Understanding of data warehousing, ETL (Extract, Transform, Load) processes, and data modeling.


Additional Information

 Excellent interpersonal and communication skills with a mature and proactive atttude

·Innovating in the use of data analysis techniques to solve business challenges","cicd, database, java, mongodb, nosql, powerbi, python, sql, tableau",9,data,jakarta,Jabodetabek,False,True,2026-05-10 15:23:02,https://roadmap.sh/data-analyst,True,33
jobstreet,IT Officer Internship Program,https://id.jobstreet.com/id/job/91943415,Bekasi,Resindo Group,"Willingness to learn and assist in designing, developing, and maintaining company websites or web applications.

Eagerness to gain experience in supporting front-end and back-end website development tasks.

Interested in learning how to update website content, images, and pages as needed.

Motivated to understand website performance, security, and responsiveness monitoring.

Willing to learn troubleshooting for website errors, bugs, server, maintenance and technical issues.

Requirement:

Currently pursuing or recently completed a degree in Information Technology, Computer Science, Software Engineering, or related field.

Basic knowledge of HTML, CSS, JavaScript, and responsive web design

Familiarity with WordPress, PHP, or other CMS/platforms

Understanding of UI/UX principles

Basic knowledge of databases (MySQL, etc.)","css, database, html, java, javascript, php, security, sql",8,backend,bekasi,Jabodetabek,False,True,2026-05-10 15:24:50,https://roadmap.sh/backend,True,31
glints,Web Developer - Internship,https://glints.com/id/opportunities/jobs/web-developer-internship/d65b88ac-9e49-4ba6-95ee-5a342b5feb4c,,PT. Nata Connexindo Digital,"Deskripsi pekerjaan Web Developer - Internship PT. Nata Connexindo Digital

General Specification:

Young passionate, maximal age 30
Active college student / Fresh Graduate or minimum D3/S1 degree in Information Technology, Information Systems, Computer Science, or related field with minimum IPK 3.00
Must be a creative, self-motivated individual who is also a team player
Possesses the initiative and ability to work independently with minimal direction
Organized and maintains a high level of productivity while facing many project with aggressive deadlines at once
Strong attention to detail, responsible, and reliable
Have a passion in online/web development
Fresh Graduated are welcome

Detail Requirement:

Have experience in developing web application using .Net, VB.NET, JavaScript
Have experience in native Android programming / iOS programming
Proficiency in ASP NET, VB.NET, JavaScript
Familiar with SQL Server database, such as stored procedure, trigger, DML operation, DDL operation
Must be willing to standby during weekends and public holidays (standby = ready to fix some crashes/bugs)
Required Skill(s): SQL, ASP.net, VB.net, JavaScript, Android, iOS, HTML (have minimum 2 of the required skills)","android, database, html, ios, java, javascript, sql",7,frontend,tangerang,Jabodetabek,False,True,2026-05-10 14:49:56,https://roadmap.sh/frontend,True,30
jobstreet,IT Backend Developer Staff,https://id.jobstreet.com/id/job/92009448,Jakarta Barat,Orang Tua Group,"Deskripsi Pekerjaan:

Memahami web programming (PHP, C#), API (REST/SOAP), Phyton, NodeJS.

Memahami MySQL, Postgre, NoSQL.

Memahami Laravel Framework.

Bisa berkomunikasi dengan baik di dalam team kerja.

Bisa bekerja dalam scrum team dan metodologi agile.




Kualifikasi:

Pendidikan min. S1 Teknik Informatika dengan IPK min. 3.00.

Terbuka untuk fresh graduates atau pengalaman min. 1 tahun.

Memiliki kemampuan analisa yang baik.

Bersedia ditempatkan di Jakarta Barat.","agile, c, database, laravel, node, nosql, php, sql",8,backend,jakarta,Jabodetabek,False,True,2026-05-10 15:05:38,https://roadmap.sh/backend,True,30
jobstreet,Internship Programmer React+Python,https://id.jobstreet.com/id/job/91462870,Sleman,PT JAVAN CIPTA SOLUSI,"Anda Antusias Belajar Teknologi Baru, Teliti Menulis Kode, dan Tertantang Membangun Aplikasi yang Fungsional? 

Jadilah Programmer Intern (React + Python) di Javan!

Kami membuka kesempatan bagi Anda yang ingin mengembangkan kemampuan di bidang frontend dan backend, serta terlibat langsung dalam pengembangan aplikasi yang digunakan oleh berbagai klien.

Tentang Javan Cipta Solusi

Javan Cipta Solusi adalah Konsultan IT yang melayani Jasa Automasi Proses Bisnis untuk meningkatkan produktivitas dan efisiensi secara customized sesuai kebutuhan mitra.

Selama 16 tahun, Javan telah membantu mitra dari berbagai sektor—KL/PD, swasta, hingga organisasi di 2 negara—meningkatkan efisiensi hingga 25–30%, dengan lebih dari 318 proyek.

Visi

Menjadi Konsultan Customized dan Reliable BPM terbaik di Indonesia pada tahun 2030.

Misi

Membangun tim yang kompeten dan unggul

Menyelesaikan proyek tepat waktu dan efisien

Memberikan pelayanan dan pengalaman terbaik

Mengutamakan keberlanjutan dan pertumbuhan yang sehat

Budaya Kami

LEBIH MUDAH – Memperjelas langkah & menyederhanakan proses

LEBIH CEPAT – Menghindari penundaan & menyegerakan penyelesaian

LEBIH BAIK – Meningkatkan kualitas & memperbesar kapasitas

Mengapa Bergabung dengan Kami? — Benefit

Uang saku internship jika sudah level 3

Makan siang di kantor

Mentoring langsung dari tim profesional

Kesempatan menjadi full-time (berdasarkan performa)

Tanggung Jawab Utama

Membantu pengembangan frontend menggunakan React

Membantu pengembangan backend menggunakan Python

Menulis kode yang rapi, terstruktur, dan mudah dipahami

Melakukan testing sederhana untuk memastikan fitur berjalan dengan baik

Berkolaborasi dengan tim developer dalam menyelesaikan task

Mendokumentasikan hasil pekerjaan dengan baik

Kualifikasi

Mahasiswa aktif atau fresh graduate (Teknik Informatika / Sistem Informasi / bidang terkait)

Memahami dasar JavaScript dan React (nilai tambah jika pernah membuat project)

Memahami dasar Python (Flask/Django menjadi nilai plus)

Memiliki logika pemrograman yang baik

Mau belajar dan terbuka terhadap feedback

Mampu bekerja secara tim maupun mandiri

Jadilah Programmer Intern di Javan Hanya Jika Anda Mampu:

Belajar cepat dan beradaptasi dengan teknologi baru

Menyelesaikan task dengan rapi dan sesuai arahan

Berkomunikasi dengan tim secara aktif

Bertanggung jawab terhadap progress pekerjaan

Proses Rekrutmen

Screening CV & Portofolio

Wawancara User

Offering / Internship Agreement

Lokasi

Sleman, Yogyakarta

Kesempatan Ini Terbatas!

Jika Anda merasa memenuhi kriteria, segera kirim lamaran Anda sebelum 15 April 2026.

Hanya kandidat terbaik yang akan diproses lebih lanjut.

Ambil langkah awal karier Anda di dunia programming bersama Javan Cipta Solusi. 🚀","django, flask, java, javascript, python, react",6,backend,sleman,Yogyakarta,False,False,2026-05-10 15:10:32,https://roadmap.sh/backend,True,30
jobstreet,Web Developer,https://id.jobstreet.com/id/job/91997925,Jakarta Raya,PT Petrolink Services Indonesia,"Shape the Future of Data Management in Oil & Gas with a Team That Values Growth

Are you ready to take your web development career to the next level? Petrolink, a global leader in user-driven technology for the Oil and Gas industry, is searching for a passionate Web Application Developer to join our innovative and rapidly growing team.

At Petrolink, we believe in the power of technology to transform the industry and empower our people. As a Web Developer, you’ll be at the forefront of building cutting-edge products that redefine the future of data management, visualization, and analytics. You’ll have the opportunity to work alongside talented professionals in a collaborative, Agile/DevOps environment, delivering high-quality, scalable applications that make a real impact.




Why Join Petrolink?

Career Growth: We are committed to your professional development, offering continuous learning, training, and clear paths for advancement within our organization.

Innovative Projects: Work on exciting, challenging projects that push the boundaries of technology in the Oil and Gas sector.

Collaborative Teamwork: Engage with a multi-disciplinary team where your voice and ideas are valued.

Long-Term Opportunities: Build a lasting career with us, supported by ongoing opportunities for growth and progression.

What You’ll Do

Responsible for day-to-day coding and development activities

Relevant Unit Testing using various Unit Testing tools, as applicable in an Agile and DevOps Environment

Designing, building, and maintaining advanced software solutions.

Writing clean, sustainable, and well-organized code that stands the test of time.

Collaborating closely with Product Managers, Operations, Testers, and other Developers to achieve shared goals.

Presenting new ideas and driving improvements in our software solutions.

Contributing to best practices and actively sharing knowledge across the team.

Debugging and troubleshooting deployed applications to ensure they run seamlessly.

Documenting requirements and implementations for clarity and future growth.

Proactively communicating progress and challenges to technical leads and managers.

What We’re Looking For

Proven experience with Angular 2+ (ideally up to date with the latest releases)

Experience in NodeJS, HTML, and CSS

A degree in Computer Science or a related field

2+ years of relevant professional experience

Excellent interpersonal skills and a collaborative spirit

Bonus Points For

Experience with React.js

Familiarity with Event-Driven Programming and tools like RabbitMQ or Kafka




At Petrolink, you’ll find more than just a job—you’ll discover real opportunities for advancement and ongoing learning. Join a company with a proven track record of employee retention, where your contributions are valued and your career can flourish.


The above statements are intended to describe the general nature and level of work being performed. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills.","agile, angular, css, html, javascript, node, react, testing",8,frontend,jakarta,Jabodetabek,False,True,2026-05-10 15:22:24,https://roadmap.sh/frontend,True,30
jobstreet,WEB DEVELOPER,https://id.jobstreet.com/id/job/91694061,Jakarta Selatan,PT MUGI,"Deskripsi Pekerjaan:

Membuat dan mendesain program atau aplikasi berbasis web

Membuat panduan manual dari pemakaian aplikasi

Testing, Troubleshooting dan Bug Fixing

Maintenance sistem atau aplikasi yang sudah ada

Melakukan analisa permintaan dari user

Membuat laporan dokumentasi aplikasi




Kualifikasi:

S1 dari Teknik Informatika/Sistem Informasi/Teknik Komputer/Manajemen Informatika

Memiliki pengalaman minimal 1 tahun pembuatan aplikasi web berbasis PHP

Menguasai HTML5, CSS, Javascript, JQuery, Laravel Framework/Code Igniter Framework

Menguasai database MySQL

Penempatan di Head Office, Jakarta Selatan","css, database, html, java, javascript, laravel, php, sql",8,frontend,jakarta,Jabodetabek,False,True,2026-05-10 15:23:18,https://roadmap.sh/frontend,True,30
jobstreet,Front-End React Developer,https://id.jobstreet.com/id/job/91489387,Bali,PT John Galt Properties,"Want To Build Interfaces People Actually Use?

John Galt Services seeks a full-time Front-End React Developer to serve a US customer building a construction project management platform used by contractors across the United States.

This is a production SaaS product with real users managing real projects: tracking leads, building proposals, scheduling jobs, managing equipment and inventory, processing invoices and purchase orders. The front end is a React + TypeScript monorepo with two apps: a full-featured CMS for internal teams and a customer-facing portal. It's built on modern tooling—Vite, Tailwind, Radix UI, TanStack Query—with a shared component library and domain-specific packages.

You won't be tweaking landing pages or building throwaway prototypes. You'll be building complex, data-rich interfaces that contractors depend on every day. The problems are real, the users are real, and the architecture is designed to scale.

You must be fluent in English. You will join our customer's development team as a remote member with real responsibilities, not pixel-pushing tickets.

IMPORTANT!

Your application is our first test of your attention to detail and ability to follow instructions. 👀

👉 Read this ENTIRE job listing!

👉 Follow the application instructions EXACTLY!

👉 If you do not meet the minimum qualifications for the job, DO NOT APPLY!

If you fail to follow the instructions below, we will reject your application without reading it!

Minimum Job Qualifications

FLUENT SPOKEN & WRITTEN ENGLISH! You will communicate daily with a US-based team. Your English must be clear and confident: spoken and written. If you aren't sure, keep practicing and apply next time.

SOLID REACT & TYPESCRIPT SKILLS! You should be comfortable building real applications with React and TypeScript: not just following tutorials. You need to understand component composition, hooks, state management, and how to structure a codebase that won't collapse under its own mass. If your idea of state management is useState for everything, take some time to level up first.

EXPERIENCE WITH MODERN UI TOOLING! The front end is a pnpm monorepo (Turborepo) with two apps—a CMS and a customer portal—built on React + Vite, Tailwind CSS, Radix UI, React Hook Form, Zod, and TanStack React Query. You don't need to know all of these, but you should have built something real with at least a few of them. If you've never worked with a component library or a design system, this will be a steep climb.

AN EYE FOR DETAIL AND QUALITY! You will build interfaces for real users who care about things working correctly. Forms that validate properly. Tables that sort and paginate. Drag-and-drop that doesn't break. Rich text editing that produces clean output. If you think ""it works on my machine"" is a valid QA strategy, we're not a match.

WILLINGNESS TO LEARN AND TAKE OWNERSHIP! The codebase includes shared libraries for authentication, domain models, and UI components. You'll be expected to understand the architecture, not just drop code into it. If you need someone to hand you a Figma file for every pixel, this role will be frustrating for both of us.

You MUST have at least a Bachelor degree.

You MUST be willing to work late night hours.

You MUST either live on Bali or be willing to relocate to Bali.

You MUST have the right to work legally in Indonesia. JGS does NOT sponsor work visas!

ATTENTION TO DETAIL! The moment we see your application, we'll know.

If you do not meet ALL of these requirements, DO NOT APPLY for this job!

Nice To Have

Tailwind CSS

Radix UI / shadcn/ui

TanStack React Query

React Hook Form + Zod

Monorepo tooling (pnpm workspaces, Turborepo)

TipTap or similar rich text editors

Git & GitHub Actions

Working Arrangements

You are supporting our customer remotely, but this is NOT a remote job! We will provide working space and equipment near Canggu, Bali. All work is performed on-site.

Salary & Benefits

New associates start at a probationary pay scale of IDR 8 jt / month gross (i.e. before taxes & benefits). Your probationary period is three months.

If we retain you past three months, your pay will increase to IDR 12 jt / month gross.

We pay performance bonuses based on your ability to contribute. The less hand-holding you need and the less rework your code requires, the more valuable you are to the team. After your probationary period, we will pay up to a 50% bonus for any month in which you meet or exceed our expectations. This would bring your pay as high as IDR 18 jt / month gross.

We also reserve a large pool of funds for staff perks, events & annual bonuses. If we are happy with your work, you will be VERY happy with your choice!

Also, our office is just minutes from the beach, right outside Canggu, Bali. If you know, you know!

Who Is John Galt?

Good question! Might help to show up at your interview with an answer.

HOW TO APPLY 👈

Make sure your JobStreet profile includes a valid email & WhatsApp phone number.

Include","ci/cd, cicd, css, figma, git, react, rust, typescript",8,frontend,remote,Remote,False,False,2026-05-10 15:07:19,https://roadmap.sh/frontend,True,28
jobstreet,Fullstack Engineer,https://id.jobstreet.com/id/job/92009992,Semarang,Ella Skincare (Solo),"Jobdesc :
- Membangun fitur fullstack dari backend sampai dengan frontend

- Mendesain skema PostgreSQL dan menulis query yang aman dan efisien

- Membuat REST API sesuai best practice

- Mengembangkan React component yang responsif dan performant

- Menulis kode yang bersih dan mudah di-maintain

- Melakukan code review dan memberikan feedback yang konstruktif

- Debugging masalah di production — dari query lambat sampai cpu spike dan memory leak

- Berkomunikasi dengan tim untuk merencanakan dan mengimplementasikan fitur baru

- Pengoperasian internal system yang sudah ada di Ella

Kualifikasi :
- Pemahaman kuat di TypeScript

- Pemahaman kuat di React

- Pemahaman kuat tentang SQL database

- Paham konsep REST API dengan baik

- Pemahaman kuat untuk cara debugging code dan identifikasi root cause

- Terbiasa dengan cara penggunaan git

- Pemahaman tentang cloud deployment (Kubernetes, Docker, dll)","api, database, docker, git, kubernetes, react, sql, typescript",8,backend,semarang,Jawa Tengah,False,False,2026-05-10 15:07:26,https://roadmap.sh/backend,True,28
jobstreet,Frontend Engineer,https://id.jobstreet.com/id/job/92011364,Bali,Proof of Skill,"Skills:
React, Next.js, UI/UX understanding, HTML, Responsive Web Design, Cross-browser Compatibility, REST APIs,

Company Overview

Proof-of-Skill is transforming the job market by emphasizing skill-based evaluations. By offering verifiable proof of candidates' skills through expert-reviewed assignments, it aims to make hiring efficient and inclusive. The company operates with a small team, headquartered in Mumbai, in the Technology, Information, and Internet industry. Learn more at proofofskill.org.

Job Overview

We are seeking a Frontend Engineer for a full-time role at Proof-of-Skill. This is a remote role. You will be responsible for building intuitive, responsive, and high-performance user interfaces for our assessment platform, ensuring a seamless user experience.

Qualifications And Skills

Strong understanding of HTML, CSS, and JavaScript fundamentals
Proficiency in modern frontend frameworks (React, Next.js, or similar)
Familiarity with responsive design and cross-browser compatibility
Basic understanding of REST APIs and frontend-backend integration
Experience with version control systems like Git
Understanding of UI/UX principles and attention to detail
Ability to write clean, maintainable, and reusable code
Basic knowledge of performance optimization techniques
Self-driven with high ownership in a remote setup
Willingness to learn, adapt, and improve based on feedback
Roles And Responsibilities
Develop and maintain user-facing features for the platform
Build responsive and high-quality UI components
Collaborate with backend engineers, designers, and product teams
Ensure technical feasibility of UI/UX designs
Optimize applications for maximum speed and scalability
Debug and resolve frontend issues and bugs
Write clean, modular, and well-documented code
Improve user experience based on feedback and data insights
Ensure consistency in design and functionality across the platform","api, css, git, html, java, javascript, nextjs, react",8,frontend,pati,Remote,False,False,2026-05-10 15:22:54,https://roadmap.sh/frontend,True,28
glints,Data Analyst Intern,https://glints.com/id/opportunities/jobs/data-analyst-intern/a46b8dfd-fb28-4ba2-b526-bc6af69db1bf,,Serba Mulia Group,"Deskripsi pekerjaan Data Analyst Intern Serba Mulia Group

Kualifikasi:

Terbuka untuk fresh graduate (memiliki pengalaman kerja merupakan nilai tambah)
Pendidikan min. S1 di bidang Matematika / Statistik / Ilmu Komputer / Sistem Informasi, atau yang relevan
Menguasai Microsoft Excel, SQL, Python, Javascript, dan Reporting tools (Google Studio, Power BI, Tableau, dll)
Memiliki kemampuan analitis & kuantitatif yang kuat untuk menangani data dalam jumlah besar dengan detail dan akurat

Tugas dan tanggungjawab:

Menganalisis, mengumpulkan, dan menyimpan data untuk memastikan bahwa data tersebut dapat diambil secara efisien sesuai kebutuhan

Mengevaluasi & meninjau data untuk keakuratan dan memastikan bahwa data tersebut disajikan dengan cara yang jelas dan ringkas

Membuat laporan & grafik dan menghasilkan wawasan untuk tim yang relevan untuk pengambilan keputusan","java, javascript, powerbi, python, sql, tableau",6,data,jakarta,Jabodetabek,False,True,2026-05-10 14:43:05,https://roadmap.sh/data-analyst,True,27
jobstreet,Intern Data Engineer,https://id.jobstreet.com/id/job/91899231,Jakarta Raya,kumparan,"What You’ll Learn:

ElasticSearch, Airflow, Redshift, TensorFlow, Docker, Lambda, and AWS Big Data and Machine Learning solutions.

Job Requirements:

Currently in the final semester of your bachelor’s degree or a recent graduate.
Strong engineering background in highly quantitative fields.
Proficiency in Python or other object-oriented programming languages.
Interest in delivering large-scale engineering solutions, particularly in building full-stack data products.","aws, database, docker, elasticsearch, python, tensorflow",6,fullstack,jakarta,Jabodetabek,False,True,2026-05-10 15:02:09,https://roadmap.sh/full-stack,True,27
jobstreet,Back End Developer,https://id.jobstreet.com/id/job/91970877,Tangerang,PT Dua Puluh Empat Jam Online (UniPin),"Job Responsibilities:

Develop and maintain server-side applications under guidance from senior engineers • Design and implement RESTful APIs (experience with GraphQL is a plus)

Integrate and manage third-party APIs and services

Write clean, efficient, and maintainable code following best practices

Collaborate closely with front-end developers and cross-functional teams

Support code reviews, testing, and debugging processes

Document APIs, technical workflows, and development processes

Job Requirements:

Bachelor’s Degree or final-year student in Computer Science, Information Technology, or a related field

Fresh graduates are welcome; candidates with up to 1 year of experience or relevant internship experience are a plus

Basic understanding of Java Spring / Spring Boot

Basic knowledge of SQL databases (e.g., MySQL, PostgreSQL)

Understanding of RESTful API concepts

Familiarity with Git version control

Strong willingness to learn, with good problem-solving and analytical skills","api, database, git, graphql, java, springboot, sql",7,backend,tangerang,Jabodetabek,False,True,2026-05-10 15:09:31,https://roadmap.sh/backend,True,27
jobstreet,IT Programmer (Internship),https://id.jobstreet.com/id/job/91599051,Bekasi,PT Prakarsa Alam Segar,"Requirements:

Bachelor’s Degree in Computer Science, Information Systems, or related fields

Ready to work on-site (Mon to Fri) at Pondok Ungu, Bekasi




Qualification:

Strong understanding of fullstack programming and data processing

Comfortable with basic PHP OOP

Familiar with HTML, CSS, and JavaScript

Basic knowledge of Laravel framework (hands-on project experience with Laravel is a strong advantage)

Love exploring data & building digital solutions




What You’ll Be Learning & Doing:

Be part of our digitalization projects and make cool ideas happen","css, html, java, javascript, laravel, php",6,backend,bekasi,Jabodetabek,False,True,2026-05-10 15:11:26,https://roadmap.sh/backend,True,27
